date,country,product_type,revenue
2018-10-13,Sweden,Monitoring Cameras,1313
2018-10-13,Spain,Sensoric Cables,2164
2018-10-14,Sweden,Sensoric Cables,2584
2018-10-14,Brazil,Monitoring Cameras,2838
2018-10-14,Spain,Sensoric Cables,2915
2018-10-14,Spain,Fence,2538
2018-10-14,Germany,Sensoric Cables,2926
2018-10-14,Spain,Fence,2967
2018-10-15,Zimbabwe,Fence,2456
2018-10-15,United States of America,Fence,2415
2018-10-15,Brazil,Sensoric Cables,2048
2018-10-15,Zimbabwe,Sensoric Cables,2940
2018-10-15,Zimbabwe,Fence,2958
2018-10-15,Brazil,Monitoring Cameras,2171
2018-10-16,Brazil,Fence,2103
2018-10-16,Germany,Fence,2132
2018-10-16,Sweden,Fence,2389
2018-10-16,Sweden,Monitoring Cameras,2537
2018-10-16,Spain,Fence,2844
2018-10-16,Sweden,Sensoric Cables,2590
2018-10-16,Germany,Sensoric Cables,2400
2018-10-16,Germany,Fence,2057
2018-10-17,United States of America,Sensoric Cables,2783
2018-10-17,Zimbabwe,Sensoric Cables,2982
2018-10-17,Germany,Monitoring Cameras,2787
2018-10-17,Brazil,Sensoric Cables,2805
2018-10-17,Germany,Sensoric Cables,2130
2018-10-17,United States of America,Monitoring Cameras,2756
2018-10-17,Brazil,Sensoric Cables,2007
2018-10-17,Spain,Monitoring Cameras,2163
2018-10-17,Brazil,Monitoring Cameras,2398
2018-10-18,Spain,Fence,2194
2018-10-18,Zimbabwe,Sensoric Cables,2398
2018-10-18,Germany,Sensoric Cables,2759
2018-10-18,United States of America,Sensoric Cables,2765
2018-10-18,Sweden,Fence,2125
2018-10-18,Sweden,Fence,2329
2018-10-18,Sweden,Monitoring Cameras,2140
2018-10-19,Zimbabwe,Fence,2743
2018-10-19,Sweden,Monitoring Cameras,2164
2018-10-19,Sweden,Monitoring Cameras,2578
2018-10-19,Zimbabwe,Monitoring Cameras,2428
2018-10-20,Spain,Sensoric Cables,2175
2018-10-20,Germany,Monitoring Cameras,2017
2018-10-20,Spain,Sensoric Cables,2078
2018-10-20,Spain,Fence,2604
2018-10-20,Germany,Fence,2916
2018-10-20,Zimbabwe,Sensoric Cables,2313
2018-10-20,Brazil,Sensoric Cables,2512
2018-10-20,Spain,Fence,2112
2018-10-21,Zimbabwe,Monitoring Cameras,2411
2018-10-21,Spain,Sensoric Cables,2613
2018-10-21,Sweden,Monitoring Cameras,2758
2018-10-21,Brazil,Monitoring Cameras,2995
2018-10-21,United States of America,Fence,2777
2018-10-21,Brazil,Fence,2732
2018-10-22,United States of America,Fence,2740
2018-10-22,United States of America,Fence,2400
2018-10-22,Spain,Fence,2520
2018-10-22,Sweden,Monitoring Cameras,2846
2018-10-22,Zimbabwe,Sensoric Cables,2907
2018-10-22,Sweden,Fence,2644
2018-10-23,United States of America,Monitoring Cameras,2431
2018-10-23,Zimbabwe,Sensoric Cables,2132
2018-10-23,United States of America,Fence,2702
2018-10-23,Zimbabwe,Monitoring Cameras,2464
2018-10-23,Zimbabwe,Fence,2368
2018-10-23,Spain,Fence,2986
2018-10-23,Germany,Sensoric Cables,2140
2018-10-23,United States of America,Monitoring Cameras,2827
2018-10-24,Zimbabwe,Monitoring Cameras,2016
2018-10-24,Germany,Fence,2579
2018-10-24,Spain,Fence,2293
2018-10-24,United States of America,Monitoring Cameras,2357
2018-10-24,Brazil,Fence,2242
2018-10-24,Brazil,Fence,2675
2018-10-25,Brazil,Sensoric Cables,2039
2018-10-25,Zimbabwe,Monitoring Cameras,2199
2018-10-25,United States of America,Monitoring Cameras,2884
2018-10-25,Brazil,Fence,2100
2018-10-25,Zimbabwe,Monitoring Cameras,2072
2018-10-25,Spain,Sensoric Cables,2733
2018-10-26,United States of America,Monitoring Cameras,2947
2018-10-26,United States of America,Monitoring Cameras,2314
2018-10-26,United States of America,Monitoring Cameras,2841
2018-10-26,Zimbabwe,Sensoric Cables,2513
2018-10-26,Sweden,Fence,2524
2018-10-27,Zimbabwe,Fence,2548
2018-10-27,Brazil,Sensoric Cables,2912
2018-10-27,Sweden,Monitoring Cameras,2524
2018-10-27,United States of America,Fence,2390
2018-10-27,Germany,Fence,2993
2018-10-27,Sweden,Monitoring Cameras,2685
2018-10-27,Brazil,Fence,2958
2018-10-28,Spain,Sensoric Cables,2062
2018-10-28,United States of America,Monitoring Cameras,2491
2018-10-28,Spain,Sensoric Cables,2958
2018-10-28,Germany,Fence,2477
2018-10-28,Zimbabwe,Monitoring Cameras,2612
2018-10-28,Brazil,Fence,2582
2018-10-29,Brazil,Fence,2183
2018-10-29,United States of America,Monitoring Cameras,2446
2018-10-29,Sweden,Sensoric Cables,2716
2018-10-29,United States of America,Monitoring Cameras,2973
2018-10-29,Spain,Sensoric Cables,2666
2018-10-30,Sweden,Fence,2011
2018-10-30,Germany,Sensoric Cables,2055
2018-10-30,Spain,Fence,2454
2018-10-30,Brazil,Fence,2617
2018-10-30,Zimbabwe,Monitoring Cameras,2702
2018-10-30,Brazil,Monitoring Cameras,2689
2018-10-30,Germany,Monitoring Cameras,2033
2018-10-31,Spain,Sensoric Cables,2402
2018-10-31,Spain,Fence,2884
2018-10-31,Zimbabwe,Fence,2976
2018-10-31,Brazil,Fence,2234
2018-10-31,United States of America,Fence,2157
2018-10-31,Germany,Fence,2048
2018-10-31,United States of America,Monitoring Cameras,2211
2018-11-01,Sweden,Fence,2611
2018-11-01,United States of America,Monitoring Cameras,2525
2018-11-01,Sweden,Sensoric Cables,2102
2018-11-01,Spain,Sensoric Cables,2492
2018-11-01,Brazil,Sensoric Cables,2130
2018-11-01,Zimbabwe,Fence,2787
2018-11-01,Zimbabwe,Fence,2763
2018-11-01,Spain,Fence,2283
2018-11-02,Sweden,Sensoric Cables,2384
2018-11-02,Zimbabwe,Sensoric Cables,2836
2018-11-02,Brazil,Fence,2033
2018-11-02,United States of America,Fence,2583
2018-11-02,Sweden,Fence,2766
2018-11-02,Zimbabwe,Sensoric Cables,2783
2018-11-02,Germany,Fence,2612
2018-11-02,Brazil,Sensoric Cables,2540
2018-11-02,Germany,Fence,2540
2018-11-03,Zimbabwe,Monitoring Cameras,2308
2018-11-03,Spain,Monitoring Cameras,2073
2018-11-03,Germany,Monitoring Cameras,2710
2018-11-04,Germany,Monitoring Cameras,2691
2018-11-04,Spain,Sensoric Cables,2834
2018-11-04,Spain,Sensoric Cables,2800
2018-11-04,United States of America,Monitoring Cameras,2672
2018-11-04,Sweden,Sensoric Cables,2856
2018-11-04,United States of America,Sensoric Cables,2941
2018-11-04,Germany,Monitoring Cameras,2845
2018-11-04,Zimbabwe,Sensoric Cables,2834
2018-11-04,Sweden,Monitoring Cameras,2554
2018-11-04,Spain,Fence,2555
2018-11-04,Brazil,Monitoring Cameras,2728
2018-11-04,United States of America,Sensoric Cables,2627
2018-11-05,Brazil,Fence,2816
2018-11-05,Spain,Monitoring Cameras,2654
2018-11-05,Sweden,Sensoric Cables,2707
2018-11-05,Sweden,Monitoring Cameras,2526
2018-11-05,Brazil,Fence,2145
2018-11-05,Germany,Fence,2174
2018-11-05,Spain,Fence,2096
2018-11-05,Germany,Monitoring Cameras,2410
2018-11-05,Brazil,Monitoring Cameras,2920
2018-11-06,Germany,Sensoric Cables,2596
2018-11-06,Brazil,Monitoring Cameras,2778
2018-11-06,Zimbabwe,Monitoring Cameras,2383
2018-11-07,Brazil,Fence,2648
2018-11-07,Germany,Monitoring Cameras,2402
2018-11-07,United States of America,Sensoric Cables,2797
2018-11-07,Germany,Fence,2897
2018-11-08,Sweden,Sensoric Cables,2633
2018-11-08,Zimbabwe,Monitoring Cameras,2852
2018-11-08,Brazil,Monitoring Cameras,2526
2018-11-08,Brazil,Sensoric Cables,2862
2018-11-08,Germany,Sensoric Cables,2507
2018-11-08,Sweden,Monitoring Cameras,2433
2018-11-08,Germany,Fence,2033
2018-11-08,Spain,Fence,2448
2018-11-08,Zimbabwe,Sensoric Cables,2794
2018-11-09,United States of America,Fence,2233
2018-11-09,Brazil,Sensoric Cables,2912
2018-11-09,Germany,Monitoring Cameras,2449
2018-11-09,Zimbabwe,Sensoric Cables,2526
2018-11-09,Germany,Sensoric Cables,2015
2018-11-10,Spain,Sensoric Cables,2625
2018-11-10,United States of America,Fence,2809
2018-11-10,United States of America,Sensoric Cables,2857
2018-11-10,United States of America,Sensoric Cables,2178
2018-11-10,Germany,Fence,2166
2018-11-10,Brazil,Sensoric Cables,2528
2018-11-10,Brazil,Sensoric Cables,2657
2018-11-10,Sweden,Fence,2942
2018-11-11,Spain,Monitoring Cameras,2087
2018-11-11,Zimbabwe,Monitoring Cameras,2998
2018-11-11,Germany,Sensoric Cables,2169
2018-11-11,United States of America,Sensoric Cables,2927
2018-11-11,Germany,Monitoring Cameras,2550
2018-11-11,Zimbabwe,Fence,2147
2018-11-11,Spain,Monitoring Cameras,2595
2018-11-11,Germany,Fence,2387
2018-11-11,Germany,Sensoric Cables,2673
2018-11-12,Zimbabwe,Fence,2140
2018-11-12,Spain,Fence,2793
2018-11-12,Zimbabwe,Fence,2459
2018-11-12,Germany,Sensoric Cables,2994
2018-11-12,United States of America,Sensoric Cables,2759
2018-11-12,Spain,Fence,2158
2018-11-12,Zimbabwe,Sensoric Cables,2416
2018-11-12,United States of America,Fence,2918
2018-11-13,Germany,Fence,2551
2018-11-13,Sweden,Sensoric Cables,2296
2018-11-13,Zimbabwe,Sensoric Cables,2333
2018-11-13,Germany,Sensoric Cables,2253
2018-11-13,Zimbabwe,Fence,2946
2018-11-13,Spain,Monitoring Cameras,2545
2018-11-13,Spain,Monitoring Cameras,2136
2018-11-14,Germany,Sensoric Cables,2656
2018-11-14,Brazil,Fence,2461
2018-11-14,Spain,Fence,2232
2018-11-14,Brazil,Fence,2221
2018-11-14,Sweden,Monitoring Cameras,2163
2018-11-14,Sweden,Sensoric Cables,2732
2018-11-14,United States of America,Fence,2821
2018-11-14,Spain,Sensoric Cables,2189
2018-11-14,United States of America,Sensoric Cables,2161
2018-11-15,Spain,Fence,2879
2018-11-15,Zimbabwe,Fence,2058
2018-11-15,Germany,Sensoric Cables,2629
2018-11-16,Germany,Sensoric Cables,2851
2018-11-16,Germany,Monitoring Cameras,2658
2018-11-16,Zimbabwe,Fence,2183
2018-11-16,Germany,Sensoric Cables,2425
2018-11-16,Germany,Monitoring Cameras,2196
2018-11-16,Zimbabwe,Sensoric Cables,2405
2018-11-16,Spain,Fence,2980
2018-11-17,Brazil,Sensoric Cables,2301
2018-11-17,Brazil,Sensoric Cables,2773
2018-11-17,Germany,Monitoring Cameras,2655
2018-11-17,Zimbabwe,Monitoring Cameras,2264
2018-11-17,Zimbabwe,Monitoring Cameras,2924
2018-11-17,Brazil,Monitoring Cameras,2927
2018-11-18,Brazil,Sensoric Cables,2170
2018-11-18,Sweden,Monitoring Cameras,2510
2018-11-18,Germany,Monitoring Cameras,2068
2018-11-18,Germany,Monitoring Cameras,2903
2018-11-18,Brazil,Sensoric Cables,2199
2018-11-18,Zimbabwe,Sensoric Cables,2446
2018-11-18,Brazil,Fence,2762
2018-11-18,Sweden,Sensoric Cables,2389
2018-11-18,Zimbabwe,Fence,2619
2018-11-18,United States of America,Monitoring Cameras,2714
2018-11-19,Sweden,Sensoric Cables,2179
2018-11-19,Sweden,Fence,2447
2018-11-19,Zimbabwe,Monitoring Cameras,2688
2018-11-19,Germany,Sensoric Cables,2166
2018-11-19,United States of America,Fence,2745
2018-11-19,Brazil,Sensoric Cables,2880
2018-11-19,Brazil,Sensoric Cables,2072
2018-11-20,Spain,Fence,2204
2018-11-20,Spain,Fence,2540
2018-11-20,Zimbabwe,Fence,2223
2018-11-20,Spain,Sensoric Cables,2886
2018-11-21,Spain,Fence,2936
2018-11-21,Germany,Sensoric Cables,2941
2018-11-21,Sweden,Fence,2988
2018-11-21,Zimbabwe,Fence,2129
2018-11-21,Brazil,Sensoric Cables,2494
2018-11-22,United States of America,Fence,2685
2018-11-22,Germany,Sensoric Cables,2455
2018-11-22,Sweden,Fence,2785
2018-11-22,United States of America,Fence,2447
2018-11-22,Brazil,Fence,2812
2018-11-22,Zimbabwe,Sensoric Cables,2161
2018-11-22,Zimbabwe,Monitoring Cameras,2693
2018-11-22,United States of America,Fence,2805
2018-11-22,Zimbabwe,Monitoring Cameras,2223
2018-11-22,Germany,Monitoring Cameras,2161
2018-11-22,Zimbabwe,Fence,2897
2018-11-23,Brazil,Fence,2499
2018-11-23,Zimbabwe,Fence,2861
2018-11-23,Zimbabwe,Monitoring Cameras,2116
2018-11-23,Sweden,Fence,2314
2018-11-23,Germany,Monitoring Cameras,2168
2018-11-23,Brazil,Monitoring Cameras,2825
2018-11-23,Brazil,Monitoring Cameras,2626
2018-11-23,Spain,Fence,2952
2018-11-23,Spain,Monitoring Cameras,2617
2018-11-23,Spain,Monitoring Cameras,2670
2018-11-23,Sweden,Monitoring Cameras,2606
2018-11-24,Spain,Monitoring Cameras,2114
2018-11-24,Germany,Fence,2993
2018-11-24,Brazil,Sensoric Cables,2083
2018-11-24,Sweden,Sensoric Cables,2791
2018-11-24,United States of America,Sensoric Cables,2913
2018-11-24,Germany,Monitoring Cameras,2552
2018-11-24,Spain,Sensoric Cables,2344
2018-11-25,United States of America,Monitoring Cameras,2641
2018-11-25,Spain,Sensoric Cables,2475
2018-11-25,Sweden,Sensoric Cables,2303
2018-11-25,Germany,Sensoric Cables,2792
2018-11-25,United States of America,Sensoric Cables,2678
2018-11-25,Sweden,Monitoring Cameras,2456
2018-11-25,Spain,Monitoring Cameras,2488
2018-11-25,Sweden,Monitoring Cameras,2489
2018-11-25,United States of America,Fence,2979
2018-11-25,United States of America,Sensoric Cables,2211
2018-11-25,Brazil,Monitoring Cameras,2984
2018-11-25,Sweden,Monitoring Cameras,2326
2018-11-25,United States of America,Monitoring Cameras,2114
2018-11-25,Spain,Fence,2086
2018-11-25,Zimbabwe,Fence,2512
2018-11-26,Spain,Fence,2797
2018-11-26,Brazil,Sensoric Cables,2464
2018-11-26,Zimbabwe,Fence,2149
2018-11-26,Brazil,Monitoring Cameras,2088
2018-11-26,Brazil,Monitoring Cameras,2605
2018-11-26,Germany,Monitoring Cameras,2874
2018-11-26,Spain,Fence,2881
2018-11-26,Brazil,Sensoric Cables,2593
2018-11-26,Zimbabwe,Monitoring Cameras,2145
2018-11-26,Sweden,Fence,2548
2018-11-27,United States of America,Sensoric Cables,2033
2018-11-27,Zimbabwe,Sensoric Cables,2061
2018-11-27,United States of America,Fence,2552
2018-11-27,Germany,Sensoric Cables,2952
2018-11-27,Sweden,Monitoring Cameras,2668
2018-11-27,Germany,Fence,2740
2018-11-27,Spain,Fence,2932
2018-11-28,Zimbabwe,Fence,2463
2018-11-28,United States of America,Monitoring Cameras,2790
2018-11-28,Sweden,Fence,2865
2018-11-28,Brazil,Monitoring Cameras,2589
2018-11-28,Spain,Fence,2073
2018-11-28,Sweden,Sensoric Cables,2432
2018-11-28,Spain,Monitoring Cameras,2621
2018-11-28,Spain,Monitoring Cameras,2593
2018-11-29,United States of America,Monitoring Cameras,2129
2018-11-29,Brazil,Fence,2619
2018-11-29,Spain,Monitoring Cameras,2315
2018-11-29,Brazil,Sensoric Cables,2342
2018-11-29,Germany,Fence,2377
2018-11-29,United States of America,Sensoric Cables,2386
2018-11-29,Brazil,Monitoring Cameras,2831
2018-11-30,Spain,Monitoring Cameras,2833
2018-11-30,Germany,Fence,2903
2018-11-30,Brazil,Sensoric Cables,2459
2018-11-30,United States of America,Fence,2383
2018-11-30,Spain,Sensoric Cables,2327
2018-11-30,Sweden,Monitoring Cameras,2247
2018-11-30,Brazil,Monitoring Cameras,2167
2018-12-01,Zimbabwe,Monitoring Cameras,2127
2018-12-01,Zimbabwe,Monitoring Cameras,2851
2018-12-01,United States of America,Monitoring Cameras,2376
2018-12-01,Germany,Sensoric Cables,2660
2018-12-01,Zimbabwe,Fence,2008
2018-12-01,Zimbabwe,Monitoring Cameras,2817
2018-12-01,Sweden,Monitoring Cameras,2478
2018-12-02,United States of America,Fence,2060
2018-12-02,Spain,Fence,2236
2018-12-02,Sweden,Monitoring Cameras,2133
2018-12-02,Sweden,Monitoring Cameras,2368
2018-12-02,Spain,Sensoric Cables,2620
2018-12-02,Sweden,Sensoric Cables,2451
2018-12-02,Germany,Monitoring Cameras,2589
2018-12-02,Spain,Sensoric Cables,2840
2018-12-02,United States of America,Fence,2143
2018-12-03,Zimbabwe,Fence,2879
2018-12-03,Spain,Monitoring Cameras,2650
2018-12-04,Brazil,Fence,2708
2018-12-04,Germany,Fence,2230
2018-12-04,Sweden,Fence,2710
2018-12-04,Spain,Fence,2887
2018-12-04,Zimbabwe,Fence,2958
2018-12-04,Brazil,Fence,2582
2018-12-04,Germany,Fence,2118
2018-12-04,Brazil,Sensoric Cables,2774
2018-12-05,Zimbabwe,Fence,2978
2018-12-05,Brazil,Monitoring Cameras,2053
2018-12-05,Spain,Monitoring Cameras,2369
2018-12-05,Spain,Monitoring Cameras,2874
2018-12-05,Spain,Fence,2767
2018-12-06,United States of America,Monitoring Cameras,2298
2018-12-06,Spain,Monitoring Cameras,2678
2018-12-06,Sweden,Sensoric Cables,2839
2018-12-06,United States of America,Fence,2338
2018-12-06,Zimbabwe,Sensoric Cables,2510
2018-12-07,United States of America,Monitoring Cameras,2955
2018-12-07,Spain,Sensoric Cables,2538
2018-12-07,Germany,Fence,2405
2018-12-07,Germany,Sensoric Cables,2862
2018-12-07,Zimbabwe,Monitoring Cameras,2995
2018-12-07,Spain,Sensoric Cables,2346
2018-12-07,United States of America,Fence,2332
2018-12-07,United States of America,Monitoring Cameras,2367
2018-12-08,Sweden,Sensoric Cables,2586
2018-12-08,Spain,Monitoring Cameras,2679
2018-12-08,United States of America,Fence,2769
2018-12-08,Brazil,Sensoric Cables,2999
2018-12-08,Germany,Monitoring Cameras,2429
2018-12-08,Zimbabwe,Sensoric Cables,2201
2018-12-08,Brazil,Sensoric Cables,2890
2018-12-08,Sweden,Fence,2873
2018-12-08,Spain,Monitoring Cameras,2881
2018-12-09,Sweden,Fence,2941
2018-12-09,Spain,Monitoring Cameras,2177
2018-12-09,Germany,Fence,2101
2018-12-09,Spain,Fence,2564
2018-12-09,United States of America,Monitoring Cameras,2607
2018-12-09,Germany,Monitoring Cameras,2133
2018-12-09,Sweden,Monitoring Cameras,2718
2018-12-09,United States of America,Sensoric Cables,2164
2018-12-09,Sweden,Fence,2691
2018-12-10,Spain,Sensoric Cables,2246
2018-12-10,Germany,Sensoric Cables,2840
2018-12-10,Germany,Sensoric Cables,2564
2018-12-10,Sweden,Fence,2825
2018-12-11,United States of America,Sensoric Cables,2377
2018-12-11,Brazil,Fence,2244
2018-12-11,Germany,Fence,2226
2018-12-11,Brazil,Monitoring Cameras,2051
2018-12-11,Germany,Monitoring Cameras,2412
2018-12-11,Zimbabwe,Sensoric Cables,2462
2018-12-11,United States of America,Fence,2300
2018-12-12,Sweden,Sensoric Cables,2782
2018-12-12,Sweden,Monitoring Cameras,2192
2018-12-12,Brazil,Fence,2605
2018-12-12,Germany,Fence,2174
2018-12-12,Sweden,Monitoring Cameras,2837
2018-12-12,United States of America,Sensoric Cables,2693
2018-12-12,Sweden,Fence,2944
2018-12-12,Brazil,Monitoring Cameras,2902
2018-12-12,Zimbabwe,Fence,2195
2018-12-12,Sweden,Fence,2980
2018-12-12,United States of America,Sensoric Cables,2179
2018-12-12,Brazil,Sensoric Cables,2872
2018-12-13,United States of America,Fence,2155
2018-12-13,Brazil,Sensoric Cables,2184
2018-12-13,Sweden,Fence,2468
2018-12-13,Germany,Monitoring Cameras,2406
2018-12-13,Sweden,Monitoring Cameras,2855
2018-12-13,Zimbabwe,Fence,2404
2018-12-13,United States of America,Monitoring Cameras,2533
2018-12-14,Sweden,Sensoric Cables,2757
2018-12-14,Brazil,Monitoring Cameras,2305
2018-12-14,Zimbabwe,Fence,2064
2018-12-14,Sweden,Sensoric Cables,2035
2018-12-14,Sweden,Fence,2769
2018-12-14,Germany,Monitoring Cameras,2508
2018-12-14,Sweden,Sensoric Cables,2816
2018-12-14,Germany,Monitoring Cameras,2131
2018-12-15,Spain,Sensoric Cables,2042
2018-12-15,Spain,Fence,2607
2018-12-15,Germany,Monitoring Cameras,2915
2018-12-15,Spain,Monitoring Cameras,2169
2018-12-15,Zimbabwe,Monitoring Cameras,2757
2018-12-15,Zimbabwe,Fence,2650
2018-12-15,Brazil,Monitoring Cameras,2105
2018-12-15,Zimbabwe,Fence,2618
2018-12-15,Brazil,Fence,2865
2018-12-15,Spain,Monitoring Cameras,2277
2018-12-15,Sweden,Sensoric Cables,2842
2018-12-15,Spain,Fence,2563
2018-12-16,United States of America,Fence,2920
2018-12-16,Zimbabwe,Sensoric Cables,2791
2018-12-16,United States of America,Monitoring Cameras,2519
2018-12-17,United States of America,Sensoric Cables,2094
2018-12-17,Sweden,Fence,2018
2018-12-18,Germany,Monitoring Cameras,2043
2018-12-18,Brazil,Monitoring Cameras,2749
2018-12-18,United States of America,Monitoring Cameras,2524
2018-12-18,United States of America,Sensoric Cables,2837
2018-12-18,Germany,Fence,2852
2018-12-18,Sweden,Monitoring Cameras,2481
2018-12-18,Germany,Monitoring Cameras,2367
2018-12-18,Zimbabwe,Monitoring Cameras,2895
2018-12-18,Zimbabwe,Fence,2181
2018-12-19,United States of America,Sensoric Cables,2271
2018-12-19,Spain,Fence,2569
2018-12-19,Brazil,Fence,2014
2018-12-19,Spain,Fence,2725
2018-12-19,Sweden,Sensoric Cables,2515
2018-12-19,Spain,Sensoric Cables,2476
2018-12-20,Brazil,Sensoric Cables,2991
2018-12-20,Zimbabwe,Monitoring Cameras,2671
2018-12-20,Zimbabwe,Sensoric Cables,2782
2018-12-20,Sweden,Fence,2132
2018-12-20,Sweden,Fence,2988
2018-12-20,Sweden,Sensoric Cables,2523
2018-12-20,Spain,Sensoric Cables,2163
2018-12-20,United States of America,Sensoric Cables,2331
2018-12-20,Zimbabwe,Fence,2029
2018-12-20,Sweden,Sensoric Cables,2035
2018-12-21,Sweden,Monitoring Cameras,2983
2018-12-21,Brazil,Sensoric Cables,2153
2018-12-21,United States of America,Sensoric Cables,2546
2018-12-21,United States of America,Monitoring Cameras,2062
2018-12-21,Brazil,Fence,2053
2018-12-21,Sweden,Sensoric Cables,2954
2018-12-21,Sweden,Fence,2240
2018-12-21,Sweden,Fence,2722
2018-12-21,Sweden,Fence,2299
2018-12-21,Zimbabwe,Fence,2084
2018-12-22,Brazil,Sensoric Cables,2025
2018-12-22,Zimbabwe,Sensoric Cables,2857
2018-12-23,United States of America,Sensoric Cables,2848
2018-12-23,United States of America,Fence,2060
2018-12-23,Brazil,Fence,2540
2018-12-23,Spain,Monitoring Cameras,2723
2018-12-23,Brazil,Monitoring Cameras,2723
2018-12-23,Sweden,Sensoric Cables,2085
2018-12-23,Zimbabwe,Fence,2931
2018-12-24,Sweden,Fence,2986
2018-12-24,Sweden,Fence,2779
2018-12-24,Brazil,Fence,2204
2018-12-24,Zimbabwe,Monitoring Cameras,2734
2018-12-25,Sweden,Sensoric Cables,2135
2018-12-25,Germany,Fence,2315
2018-12-25,Brazil,Sensoric Cables,2854
2018-12-25,Germany,Fence,2030
